               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 126,              1.9174,              1.4342,              1.2539,             0.43907,             0.31468,              0.3182,             0.18362,                   0,                   0,                   0,            0.007525,            0.007525,            0.007525
                 127,              1.9216,              1.4415,              1.2524,             0.43893,             0.31504,             0.31851,             0.18354,                   0,                   0,                   0,           0.0075052,           0.0075052,           0.0075052
                 128,              1.9315,              1.4489,              1.2527,             0.43676,             0.31738,             0.31829,             0.18341,                   0,                   0,                   0,           0.0074854,           0.0074854,           0.0074854
                 129,              1.9195,              1.4369,              1.2516,             0.43312,             0.31889,             0.31839,             0.18382,                   0,                   0,                   0,           0.0074656,           0.0074656,           0.0074656
                 130,              1.9228,              1.4402,              1.2508,             0.43455,             0.31794,             0.31867,             0.18401,                   0,                   0,                   0,           0.0074458,           0.0074458,           0.0074458
                 131,              1.9081,              1.4273,              1.2498,              0.4351,             0.31907,             0.31853,             0.18433,                   0,                   0,                   0,            0.007426,            0.007426,            0.007426
                 132,               1.914,              1.4346,              1.2548,             0.43459,             0.32031,             0.31892,             0.18412,                   0,                   0,                   0,           0.0074062,           0.0074062,           0.0074062
                 133,              1.9285,              1.4411,               1.254,             0.43213,             0.32126,             0.31902,             0.18416,                   0,                   0,                   0,           0.0073864,           0.0073864,           0.0073864
                 134,              1.9079,              1.4301,              1.2485,              0.4365,             0.32057,             0.31932,             0.18432,                   0,                   0,                   0,           0.0073666,           0.0073666,           0.0073666
                 135,              1.9112,               1.433,              1.2532,             0.43567,             0.31989,              0.3196,             0.18483,                   0,                   0,                   0,           0.0073468,           0.0073468,           0.0073468
                 136,              1.9181,              1.4403,              1.2509,             0.43579,             0.31999,             0.31973,             0.18494,                   0,                   0,                   0,            0.007327,            0.007327,            0.007327
                 137,              1.9083,              1.4284,              1.2464,             0.43306,             0.32104,             0.32004,             0.18505,                   0,                   0,                   0,           0.0073072,           0.0073072,           0.0073072
                 138,              1.9159,              1.4388,              1.2536,             0.43603,             0.31926,             0.32029,             0.18546,                   0,                   0,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,              1.9089,              1.4308,              1.2506,             0.43666,             0.31897,             0.32075,             0.18556,                   0,                   0,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,              1.9118,               1.428,              1.2525,             0.43572,             0.31969,             0.32107,             0.18593,                   0,                   0,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,              1.9083,              1.4299,              1.2485,             0.43406,             0.31958,             0.32115,             0.18622,                   0,                   0,                   0,            0.007228,            0.007228,            0.007228
